load from stl-10.
Files already downloaded and verified
Files already downloaded and verified
epoch: 0, acc: 0.2600000202655792
epoch: 1, acc: 0.3460000157356262
epoch: 2, acc: 0.43400001525878906
epoch: 3, acc: 0.45600003004074097
epoch: 4, acc: 0.4240000247955322
epoch: 5, acc: 0.46400001645088196
epoch: 6, acc: 0.46400001645088196
epoch: 7, acc: 0.46400001645088196
epoch: 8, acc: 0.4440000355243683
early stop on epoch 8, val acc 0.46400001645088196
test acc: tensor(0.4755, device='cuda:0')
