tr_loss,tr_acc,va_acc
0.8026106714179571,0.8796908855438232,0.8029999732971191
0.3835537284313362,0.9004363417625427,0.8226000070571899
0.33082602616764434,0.9073635935783386,0.8343999981880188
0.30776304778784347,0.9145454168319702,0.8361999988555908
0.2939449681661515,0.9192727208137512,0.8375999927520752
0.286112259634508,0.9215090870857239,0.8416000008583069
0.28038092664718545,0.9215090870857239,0.8393999934196472
0.2754434980862139,0.9234727025032043,0.8455999493598938
0.2718061053836824,0.9255272746086121,0.8435999751091003
0.26875234406654386,0.9247817993164062,0.8481999635696411
0.26657108369769783,0.9252727031707764,0.848800003528595
0.2641834823272022,0.9264909029006958,0.8431999683380127
0.2623348248672513,0.9271636009216309,0.8461999893188477
0.26026504878593737,0.9283818006515503,0.8467999696731567
0.25864151886463355,0.9282181859016418,0.8495999574661255
0.25698357136394323,0.929490864276886,0.852400004863739
0.2556534848337948,0.9290363192558289,0.8515999913215637
0.2544708911779559,0.9291999936103821,0.8499999642372131
0.2523789184738998,0.9299635887145996,0.8507999777793884
0.25125097217418,0.930472731590271,0.8519999980926514
0.25005018855692734,0.9304544925689697,0.8539999723434448
0.2481960613536131,0.9279636144638062,0.8489999771118164
0.24683718023405157,0.9325090646743774,0.8515999913215637
0.24604415690250356,0.9319999814033508,0.8543999791145325
0.2442925928466477,0.9337454438209534,0.8483999967575073
0.24304145027646604,0.9318545460700989,0.8527999520301819
0.24198827044045637,0.9319818019866943,0.848800003528595
0.2401783454178994,0.9332727193832397,0.8533999919891357
0.23831080225313991,0.9305636286735535,0.8503999710083008
0.23713230895310566,0.9312363266944885,0.847000002861023
0.23613155495334437,0.9352181553840637,0.8483999967575073
0.23420110561986962,0.9335090517997742,0.8441999554634094
0.23262575544058609,0.9363454580307007,0.8477999567985535
0.2307596731422702,0.9367454051971436,0.8459999561309814
0.22982467450100866,0.9352363348007202,0.8447999954223633
0.22723075799583986,0.9364545345306396,0.8473999500274658
0.22573698631292208,0.9355999827384949,0.8423999547958374
0.22390608331115958,0.9353272318840027,0.8452000021934509
0.2222004598991469,0.9385817646980286,0.8341999650001526
0.2202087055907955,0.9395999908447266,0.8379999995231628
0.21854844185749747,0.9388363361358643,0.8335999846458435
0.2164952385365307,0.9406908750534058,0.8273999691009521
0.21455637283094336,0.9394363164901733,0.8245999813079834
0.21252817943459534,0.9397454261779785,0.8205999732017517
0.21081019854026697,0.9400181770324707,0.8149999976158142
0.20915051968444603,0.9435999989509583,0.8107999563217163
0.20724049820134322,0.9435636401176453,0.8047999739646912
0.2049509004380956,0.9431636333465576,0.7997999787330627
0.20328871753057068,0.9454363584518433,0.7899999618530273
0.2012366703109964,0.9439817667007446,0.7889999747276306
