dense1.weight,dense2.weight
0.2771088480949402,0.2883720397949219
0.1519600749015808,0.16073253750801086
0.08622472733259201,0.08302804827690125
0.04890687018632889,0.04468332231044769
0.031859368085861206,0.03108917362987995
0.019384803250432014,0.019924333319067955
0.01774667575955391,0.015327471308410168
0.01500780787318945,0.011900806799530983
0.010065284557640553,0.009247450157999992
0.008414165116846561,0.00814359076321125
0.006549119483679533,0.006554925814270973
0.0066182357259094715,0.006182693410664797
0.005205218214541674,0.005468891467899084
0.006617556791752577,0.005333737004548311
0.006203062366694212,0.004493043292313814
0.004343761131167412,0.004197274800390005
0.008814646862447262,0.004584134556353092
0.0048188199289143085,0.004062583204358816
0.005452352110296488,0.0036960355937480927
0.0045791203156113625,0.0035845423117280006
0.0039289952255785465,0.0032736151479184628
0.0045835399068892,0.0033607997465878725
0.003595259739086032,0.0032481912057846785
0.0037570286076515913,0.0030391663312911987
0.003556174226105213,0.0030019087716937065
0.004484758246690035,0.0030885455198585987
0.003813323099166155,0.0030856360681355
0.004329541232436895,0.0031098886393010616
0.0036191458348184824,0.003018265822902322
0.0037770934868603945,0.0029870602302253246
0.003592966590076685,0.00304393214173615
0.0036874967627227306,0.0027439664117991924
0.00400213897228241,0.002882992150261998
0.0033914034720510244,0.002791264094412327
0.0046910857781767845,0.0028588392306119204
0.004035152494907379,0.002889282302930951
0.003645471762865782,0.0027704788371920586
0.003927637357264757,0.0028027736116200686
0.003359518013894558,0.0025966872926801443
0.005312641151249409,0.002744821133092046
0.003638171125203371,0.0026969367172569036
0.004614923615008593,0.002768521662801504
0.003436742117628455,0.002629113383591175
0.005387831944972277,0.002902178093791008
0.00332530471496284,0.002603486878797412
0.0045101153664290905,0.0028497606981545687
0.003459857776761055,0.0026047087740153074
0.003498723031952977,0.002709566615521908
0.003579256823286414,0.002674021292477846
0.0035783136263489723,0.00264801480807364
