tr_loss,tr_acc,va_acc
1.7519411471000939,0.7175999879837036,0.5360000133514404
0.9026769934698593,0.8134181499481201,0.6761999726295471
0.6292394021222758,0.8510181307792664,0.7203999757766724
0.5071388015220332,0.8705818057060242,0.7206000089645386
0.4405328583058923,0.8850363492965698,0.7319999933242798
0.4002703333316847,0.8921636343002319,0.7383999824523926
0.3733328892567823,0.8980363607406616,0.7501999735832214
0.3543715877848309,0.9021636247634888,0.7633999586105347
0.3401716331583123,0.9054363369941711,0.7681999802589417
0.32965441881570706,0.9078909158706665,0.7745999693870544
0.320770683425457,0.90989089012146,0.7791999578475952
0.31379696543999885,0.9119818210601807,0.7851999998092651
0.30820739868768426,0.913599967956543,0.7874000072479248
0.30360608859810717,0.9144545197486877,0.7925999760627747
0.2993070235519215,0.9150726795196533,0.7945999503135681
0.29532298870211426,0.9164727330207825,0.7947999835014343
0.29188800600552284,0.9162726998329163,0.8043999671936035
0.2890851832103244,0.9182544946670532,0.8023999929428101
0.2865908184110425,0.9183454513549805,0.8047999739646912
0.284207321573482,0.9195272326469421,0.8043999671936035
0.28218125427185103,0.920236349105835,0.8041999936103821
0.28034354492502156,0.9207454323768616,0.8055999875068665
0.2784951867449076,0.9213454127311707,0.8059999942779541
0.27717925100479013,0.9211090803146362,0.8087999820709229
0.27551590307334134,0.9210909008979797,0.8068000078201294
0.2741115097866155,0.9226181507110596,0.8107999563217163
0.2727690967016442,0.9234181642532349,0.8109999895095825
0.27144074422675507,0.9235454201698303,0.8113999962806702
0.2704397501813811,0.923945426940918,0.8113999962806702
0.26916183640444,0.923945426940918,0.812999963760376
0.2683256039395928,0.9247090816497803,0.8137999773025513
0.2674212362703889,0.9242181777954102,0.8143999576568604
0.26639063421550185,0.9248726963996887,0.8151999711990356
0.26549583917786906,0.9249999523162842,0.8145999908447266
0.2645744135386722,0.9253454208374023,0.81659996509552
0.26373730110827576,0.9254726767539978,0.8154000043869019
0.2634610212213078,0.9262726902961731,0.8167999982833862
0.26257517185755247,0.9261636137962341,0.8169999718666077
0.2618159298979959,0.9258363246917725,0.8155999779701233
0.2608904610712861,0.9253090620040894,0.8167999982833862
0.2603101688025649,0.9269636273384094,0.8161999583244324
0.2598301121618512,0.9269999861717224,0.8173999786376953
0.25928907580673694,0.9273636341094971,0.8143999576568604
0.25877647250890734,0.927581787109375,0.8159999847412109
0.25804737722717747,0.9277454018592834,0.8154000043869019
0.25752311580229637,0.9283818006515503,0.8167999982833862
0.25671952012493165,0.9282363653182983,0.8161999583244324
0.2563887640357364,0.9289272427558899,0.8139999508857727
0.2557852465572745,0.928672730922699,0.812999963760376
0.25537886879038674,0.9288908839225769,0.8139999508857727
