dense1.weight,dense2.weight
0.0023283411283046007,0.002194146392866969
0.04537982866168022,0.0436149425804615
0.15151965618133545,0.14719896018505096
0.2510825991630554,0.24340079724788666
0.2868872582912445,0.2882474958896637
0.2939646244049072,0.2984803318977356
0.28477442264556885,0.28641414642333984
0.2638699412345886,0.2659825384616852
0.24272681772708893,0.24948787689208984
0.2151840776205063,0.2260521650314331
0.20110291242599487,0.20358413457870483
0.1725412905216217,0.18182656168937683
0.14717885851860046,0.1620756983757019
0.13675129413604736,0.1405489146709442
0.1241600438952446,0.12249350547790527
0.10715790092945099,0.10951864719390869
0.09556853026151657,0.0944908931851387
0.08303960412740707,0.08643016219139099
0.07097271829843521,0.0755891501903534
0.06724764406681061,0.0670962855219841
0.06188878044486046,0.05841943994164467
0.050022732466459274,0.05246174335479736
0.048031292855739594,0.04729926213622093
0.042594391852617264,0.04256027564406395
0.031739119440317154,0.03848099708557129
0.03253958746790886,0.03406804800033569
0.031182322651147842,0.031039396300911903
0.026864593848586082,0.028483480215072632
0.024300893768668175,0.024980416521430016
0.024560995399951935,0.023264918476343155
0.021744703873991966,0.021545326337218285
0.020421504974365234,0.019358010962605476
0.020984524860978127,0.017523031681776047
0.01651281863451004,0.016674665734171867
0.015569732524454594,0.01551547646522522
0.0134815014898777,0.01403868943452835
0.014177181757986546,0.013522608205676079
0.014160394668579102,0.012102818116545677
0.012564899399876595,0.011469544842839241
0.011357123032212257,0.010544140823185444
0.010166876949369907,0.009672706946730614
0.01021428219974041,0.009236578829586506
0.009602466598153114,0.00886556040495634
0.010512839071452618,0.008539770729839802
0.008150676265358925,0.007669106591492891
0.00933752954006195,0.007795077748596668
0.008436914533376694,0.007273110561072826
0.008656694553792477,0.00700746476650238
0.007945400662720203,0.006749880500137806
0.007739849388599396,0.006507898215204477
